nct_id,phase,completion_date,limitations_and_caveats,why_stopped,result_group_id,#AE_probability,#AE_Subjects,#Total_Subjects,time_frame,AEdescription,Treatment,Treatment_description
NCT01285310,Phase 2,9/1/12,The study was terminated before the 2‰ÛÒyear time point was reached due to lack of clinical efficacy.,Study is terminated due to lack of efficacy,171671,0.012658228,1,79,All AEs were recorded by the Investigator from the time the participant signed the informed consent to 28 days after the last dose of investigational product.,NA,Week 24: Placebo,"Participants randomized to placebo tablets twice daily during the placebo-controlled phase. Includes data through Week 16 for participants who escaped early, and through Week 24 for all other participants."
NCT01285310,Phase 2,9/1/12,The study was terminated before the 2‰ÛÒyear time point was reached due to lack of clinical efficacy.,Study is terminated due to lack of efficacy,171669,0.052631579,4,76,All AEs were recorded by the Investigator from the time the participant signed the informed consent to 28 days after the last dose of investigational product.,NA,Week 24: Apremilast 30 mg,Participants randomized to receive 30 mg apremilast tablets twice daily during the 24-week placebo-controlled phase.
NCT01285310,Phase 2,9/1/12,The study was terminated before the 2‰ÛÒyear time point was reached due to lack of clinical efficacy.,Study is terminated due to lack of efficacy,171670,0.073170732,6,82,All AEs were recorded by the Investigator from the time the participant signed the informed consent to 28 days after the last dose of investigational product.,NA,Week 24: Apremilast 20 mg,Participants randomized to receive 20 mg apremilast tablets twice daily during the 24-week placebo-controlled phase.
NCT01285635,Phase 2,9/1/15,NA,drug is no longer manufactured,171035,0.636363636,7,11,NA,NA,Pulse AT-101 Then Metronomic AT-101,AT-101 (40 mg b.i.d. on days 1-3) then AT-101 (20mg daily days 1-14) and Docetaxel (75 mg/m2 on Cycle Day 1) for up to 10 cycles.
NCT01285635,Phase 2,9/1/15,NA,drug is no longer manufactured,171036,0.461538462,6,13,NA,NA,Docetaxel Then Metronomic AT-101,Docetaxel (75 mg/m2 on Cycle Day 1) for 2 weeks then AT-101 (20mg daily days 1-14) and Docetaxel (75 mg/m2 on Cycle Day 1) for up to 10 cycles.
NCT01285635,Phase 2,9/1/15,NA,drug is no longer manufactured,171034,0.545454545,6,11,NA,NA,Metronomic AT-101 Arm,AT-101 (20mg daily days 1-14) and Docetaxel (75 mg/m2 on Cycle Day 1) for up to 10 cycles.
NCT01288079,Phase 2,8/1/12,The study was terminated early and thus only a fraction of the planned number of patients were randomized and many did not complete the study. As a consequence the possibility of interpreting efficacy over an 8 week period is considerably reduced.,NA,170329,0.028571429,1,35,NA,NA,Placebo,NA
NCT01288079,Phase 2,8/1/12,The study was terminated early and thus only a fraction of the planned number of patients were randomized and many did not complete the study. As a consequence the possibility of interpreting efficacy over an 8 week period is considerably reduced.,NA,170332,0.027027027,1,37,NA,NA,1 mg BID TC-5214,NA
NCT01307618,Phase 2,2/1/15,NA,"Due to lack of clinical efficacy and lack of drug supply, trial was closed early and   correlative studies were not pursued further.",164931,0.4,2,5,NA,NA,"Arm II (Vaccine Therapy, IL-12)","Patients receive vaccination as in arm I with an admixture of IL-12 ID or SC on days 1, 22, and 50.NA17.A2 Peptide Vaccine: Given SC or IDRecombinant MAGE-3.1 Antigen: Given SC or IDRecombinant Interleukin-12: Given SC or IDLaboratory Biomarker Analysis: Correlative studies"
NCT01313663,Phase 2,7/1/12,NA,NA,163160,0.2,2,10,Participants were analyzed from the time the first dose of study treatment was administered until 28 days following discontinuation of study treatment regardless of initiation of a new cancer therapy or transfer to hospice (up to Study Week 55).,"Serious adverse events (SAEs) and non-serious AEs were collected in the Safety Population, comprisedof all participants who were randomized and took at least one dose of study medication. This population was based on the actual treatment received, if it differed from that to which the participant was randomized.",Pazopanib 800 mg,"Participants received pazopanib 800 milligrams (mg) orally once a day at approximately the same time each day, either 1 hour before a meal or 2 hours after a meal. The tablets were to be swallowed whole and were not to be crushed or broken. Participants received study treatment until disease progression, death, unacceptable adverse event, withdrawal of consent, or physician decision. Participants who withdrew due to an adverse event or disease progression were followed for survival."
NCT01313663,Phase 2,7/1/12,NA,NA,163161,0.222222222,2,9,Participants were analyzed from the time the first dose of study treatment was administered until 28 days following discontinuation of study treatment regardless of initiation of a new cancer therapy or transfer to hospice (up to Study Week 55).,"Serious adverse events (SAEs) and non-serious AEs were collected in the Safety Population, comprisedof all participants who were randomized and took at least one dose of study medication. This population was based on the actual treatment received, if it differed from that to which the participant was randomized.",Pemetrexed 500 mg/m^2,"Participants received an intravenous (IV) infusion of pemetrexed (500 mg per meters squared [mg/m^2]) over 10 minutes on Day 1 of each 21-day cycle. Participants received study treatment until disease progression, death, unacceptable adverse event, withdrawal of consent, or physician decision. Participants who withdrew due to an adverse event or disease progression were followed for survival."
NCT01313884,Phase 2,7/1/14,Study did not reach primary objective; study didn't accrue enough patients.,Study did not reach primary objective; study did not accrue enough patients.,162979,0.333333333,1,3,All adverse events (related and unrelated) occurring during the study (from the time the patient receives the first dose of study drug) and up to 30 days after the last dose of study medication were reported.,Patients were asked about adverse events at every clinic visit.,Combination Therapy,"Regimen A alternate with Regimen B every 21 daysRegimen A:Cytoxan=1200mg/m2 Doxorubicin=75mg/m2 (Maxiumum allowed dose 450mg/m2) Vincristine=2mg/m2 (capped at 2mg total dose)Regimen B:Irinotecan=50 mg/m2/day x 5 days Temozolomide=100 mg/m2/day x 5 days followed by two weeks of treatment-free period.Irinotecan: 50 mg/m2/day x 5 daysVincristine: 2 mg/m2 (capped at 2mg total do)Temozolomide: 100 mg/m2/day x 5 daysDoxorubicin: 75 mg/m2Cytoxan: 1200 mg/m2Pegfilgrastim: 6 mgMesna: 240 mg/m2 in 50 ml NS"
NCT01331109,Phase 2,8/1/12,"This study was terminated early, resulting in a small number of patients analyzed. Only descriptive statistics were presented.",NA,158700,0.035087719,2,57,"Adverse Event data was collected during a 14-month period from July, 2011 to August, 2012.",NA,Milnacipran,"oral administration, twice daily dosingMilnacipran : maximum tolerated dose (50, 75, or 100 mg/day tablets); for 52 weeks."
NCT01343823,Phase 2,6/1/12,"The study was determined to be inadequately powered to detect a statistically significant difference between ecallantide and placebo for the primary efficacy endpoint, and therefore terminated early.",Interim analysis suggested a trend favoring ecallantide; observed response rate to placebo was   substantially higher than described in medical literature.,155254,0.277777778,5,18,NA,NA,Placebo,NA
NCT01343823,Phase 2,6/1/12,"The study was determined to be inadequately powered to detect a statistically significant difference between ecallantide and placebo for the primary efficacy endpoint, and therefore terminated early.",Interim analysis suggested a trend favoring ecallantide; observed response rate to placebo was   substantially higher than described in medical literature.,155256,0.421052632,8,19,NA,NA,Ecallantide 30 mg,NA
NCT01343823,Phase 2,6/1/12,"The study was determined to be inadequately powered to detect a statistically significant difference between ecallantide and placebo for the primary efficacy endpoint, and therefore terminated early.",Interim analysis suggested a trend favoring ecallantide; observed response rate to placebo was   substantially higher than described in medical literature.,155257,0.3,6,20,NA,NA,Ecallantide 10 mg,NA
NCT01343823,Phase 2,6/1/12,"The study was determined to be inadequately powered to detect a statistically significant difference between ecallantide and placebo for the primary efficacy endpoint, and therefore terminated early.",Interim analysis suggested a trend favoring ecallantide; observed response rate to placebo was   substantially higher than described in medical literature.,155255,0.421052632,8,19,NA,NA,Ecallantide 60 mg,NA
NCT01348087,Phase 2,9/1/14,"The sponsor decided to terminate this study prematurely, as the study treatment failed to demonstrate efficacy in target population in two other clinical studies: CAFQ056B2214 (NCT01357239) and CAFQ056A2212 (NCT01253629).",Study treatment AFQ056 failed to demonstrate efficacy in the adult patient with Fragile X   Syndrome in 2 other clinical studies (CAFQ056B2214 and CAFQ056A2212),154040,0.044444444,6,135,NA,NA,AFQ056 100 mg Bid,AFQ056 100 mg bid
NCT01348087,Phase 2,9/1/14,"The sponsor decided to terminate this study prematurely, as the study treatment failed to demonstrate efficacy in target population in two other clinical studies: CAFQ056B2214 (NCT01357239) and CAFQ056A2212 (NCT01253629).",Study treatment AFQ056 failed to demonstrate efficacy in the adult patient with Fragile X   Syndrome in 2 other clinical studies (CAFQ056B2214 and CAFQ056A2212),154039,0.047297297,7,148,NA,NA,AFQ056 Total,NA
NCT01348087,Phase 2,9/1/14,"The sponsor decided to terminate this study prematurely, as the study treatment failed to demonstrate efficacy in target population in two other clinical studies: CAFQ056B2214 (NCT01357239) and CAFQ056A2212 (NCT01253629).",Study treatment AFQ056 failed to demonstrate efficacy in the adult patient with Fragile X   Syndrome in 2 other clinical studies (CAFQ056B2214 and CAFQ056A2212),154043,0.006802721,1,147,NA,NA,AFQ056 25 mg Bid,AFQ056 25 mg bid
NCT01348087,Phase 2,9/1/14,"The sponsor decided to terminate this study prematurely, as the study treatment failed to demonstrate efficacy in target population in two other clinical studies: CAFQ056B2214 (NCT01357239) and CAFQ056A2212 (NCT01253629).",Study treatment AFQ056 failed to demonstrate efficacy in the adult patient with Fragile X   Syndrome in 2 other clinical studies (CAFQ056B2214 and CAFQ056A2212),154041,0.007092199,1,141,NA,NA,AFQ056 75 mg Bid,AFQ056 75 mg bid
NCT01359254,Phase 2,6/1/12,NA,did not accrue enough patients.,151328,1,1,1,100 days,NA,"Fludarabine, Melphalan, and ATG","Arm I contains fludarabine, melphalan, and antithymocyte globulin (ATG)Melphalan: Melphalan is given daily for 2 days, overlapping with the completion of fludarabine.Fludarabine: Fludarabine is given through the vein daily for 5 days.Antithymocyte Globulin (ATG): ATG is given every other day for 4 days."
NCT01034657,Phase 2,8/1/12,NA,The study was terminated due to lack of efficacy of single agent LBH589 in the 4 month open   label core phase and due to enrollment difficulties.,249953,1,1,1,NA,NA,Not Randomized,"Participant, who was eligible for randomization, was not randomized. The participant had stable disease and should have been randomized, but in error, was considered a responder and therefore continued on single agent LBH589."
NCT01365910,Phase 2,6/1/13,NA,Interim analysis determined the study did not meet criteria to proceed,149700,0.533333333,16,30,NA,NA,Treatment (Enzyme Inhibitor),"Patients receive linifanib PO QD. Courses repeat every 28 days in the absence of disease progression or unacceptable toxicity.linifanib: Given PO"
NCT01369888,Phase 1/Phase 2,5/1/14,NA,Closed this protocol due to autoimmune toxicity.,148602,1,1,1,NA,NA,IL-15 Following Young TIL (0.25 mcg),"0.25 mcg/kg/day x 10Cyclophosphamide: 60 mg/m^2, intravenous (IV) (in the vein) x 2 daysFludarabine: 25 mg/m^2/day intravenous piggyback (IVPB) daily over 30 minutes for 5 days (days -5 to -1)Tumor Infiltrating Lymphocytes: IV over 30 minutes on day 0IL-15: IV over 30 minutes, daily for 10 days, starting 3-4 hours after the TIL infusion. (day 0 to day 9). Doses will be increased every 3-6 patients."
NCT01374451,Phase 2,2/1/15,"A planned primary analysis was completed with data cut of 02-Apr-2014. The study did not meet its primary objective, which was based on progression-free survival as per local radiology assessment and was prematurely terminated.",The study was stopped for not meeting the primary endpoint for PFS.,147340,0.604938272,49,81,NA,NA,Everolimus,everolimus 10 mg once daily po alone
NCT01388647,Phase 1/Phase 2,9/1/14,"Although MTD of eribulin with carboplatin & trastuzuamb as neoadjuvant therapy was determined by protocol definitions, study closed early due to increased hematologic toxicity & possible reduced efficacy. Phase II of this trial was not initiated.",Closed early due to increased hematologic toxicity and possible reduced efficacy,144593,0.5,3,6,Adverse events were collected beginning at the start of study treatment until 21 days after the subject's last study treatment,NA,Eribulin 1.1 mg/m2,Subjects assigned to receive a starting dose of eribulin 1.1 mg/m2
NCT01388647,Phase 1/Phase 2,9/1/14,"Although MTD of eribulin with carboplatin & trastuzuamb as neoadjuvant therapy was determined by protocol definitions, study closed early due to increased hematologic toxicity & possible reduced efficacy. Phase II of this trial was not initiated.",Closed early due to increased hematologic toxicity and possible reduced efficacy,144592,0.5,3,6,Adverse events were collected beginning at the start of study treatment until 21 days after the subject's last study treatment,NA,Eribulin 1.4 mg/m2,Subjects assigned to receive a starting dose of eribulin 1.4 mg/m2
NCT01389076,Phase 2,6/1/16,This trial was abandoned prematurely due to the withdrawal of Bexxar by the manufacturer and failure to find another supplier.,Bexxar isn't being produced by the manufacturer as of Feb. 2014,144475,0.181818182,4,22,NA,NA,Methotrexate and Bexxar,"Low dose methotrexate and Bexxar (tositumomab)Patients will begin taking methotrexate 7.5 mg orally once weekly 3 weeks prior to initiating I-131 tositumomab, with additional weekly doses once I-131 tositumomab therapy has begun for a total of 10 doses.On Study Day 0, patients will receive the IV administration of 450 mg unlabeled tositumomab followed by the IV administration of the dosimetric dose (5 mCi of Iodine I 131 tositumomab)."
NCT01400451,Phase 1,12/1/13,"In Phase 1 of the study, MTD was not reached because more than 2 of 6 treated participants experienced DLTs with the combination therapy. Enrollments in Phase 1 were terminated and Phase 2 was not started so only overall safety was summarized.",More than 2 of 6 patients treated experienced dose limiting toxicities.,141694,0.333333333,2,6,"From the first vemurafenib dose in the Lead In Period to the last dose of combination drugs in the Treatment Period + 90 days, up to last patient, last visit, approximately 2 years.",Final safety follow-up was 23 December 2013.,Lead-In Period 960 mg Vemurafenib,"Lead In Period: 28 Days of 960 mg vemurafenib orally twice daily (starting Day -27 or -13).Events between the first vemurafenib dose and the day prior to the first ipilimumab dose."
NCT01400451,Phase 1,12/1/13,"In Phase 1 of the study, MTD was not reached because more than 2 of 6 treated participants experienced DLTs with the combination therapy. Enrollments in Phase 1 were terminated and Phase 2 was not started so only overall safety was summarized.",More than 2 of 6 patients treated experienced dose limiting toxicities.,141692,0.5,1,2,"From the first vemurafenib dose in the Lead In Period to the last dose of combination drugs in the Treatment Period + 90 days, up to last patient, last visit, approximately 2 years.",Final safety follow-up was 23 December 2013.,Lead- In Period 720 mg Vemurafenib Alone,"These participants were receiving 720 mg vemurafenib in the Lead in Period prior to starting ipilimumab but after the DLTs were identified, ipilimumab was not started. Due to disease stabilization, they continued on 720 mg vemurafenib alone orally twice daily."
NCT01400451,Phase 1,12/1/13,"In Phase 1 of the study, MTD was not reached because more than 2 of 6 treated participants experienced DLTs with the combination therapy. Enrollments in Phase 1 were terminated and Phase 2 was not started so only overall safety was summarized.",More than 2 of 6 patients treated experienced dose limiting toxicities.,141693,0.25,1,4,"From the first vemurafenib dose in the Lead In Period to the last dose of combination drugs in the Treatment Period + 90 days, up to last patient, last visit, approximately 2 years.",Final safety follow-up was 23 December 2013.,Lead-In Period 720 mg Vemurafenib,"Lead In Period: 28 Days of 720 mg vemurafenib orally twice daily (starting Day -27 or -13).Events between the first vemurafenib dose and the day prior to the first ipilimumab dose."
NCT01420081,Phase 2,12/1/15,NA,See termination reason in detailed description.,138347,0.526315789,10,19,"Maximum of treatment duration (i.e., 21 to 169 days for the PF 04691502 [PI3K basal and activated], 29 to 345 days for PF 05212384 PI3K basal and 1 to 400 days for PF 05212384 PI3K activated) + 28 days across all participants.","All causality AEs and SAEs are included in this section. The same event may appear as both an AE and a SAE. However, what is presented are distinct events. An event may be categorized as serious in one participant and as nonserious in another participant, or one participant may have experienced both a serious and nonserious event during the study.",PF-05212384 154 mg (PI3K Activated),"Eligible participants were categorized by PI3K pathway activation status (i.e. PI3K activated). Participants received PF-05212384 154 mg by 30 minute infusion at the study site, QW until they experienced unacceptable toxicity, disease progression, significant deviation, withdrawal of consent or death."
NCT01420081,Phase 2,12/1/15,NA,See termination reason in detailed description.,138344,0.333333333,1,3,"Maximum of treatment duration (i.e., 21 to 169 days for the PF 04691502 [PI3K basal and activated], 29 to 345 days for PF 05212384 PI3K basal and 1 to 400 days for PF 05212384 PI3K activated) + 28 days across all participants.","All causality AEs and SAEs are included in this section. The same event may appear as both an AE and a SAE. However, what is presented are distinct events. An event may be categorized as serious in one participant and as nonserious in another participant, or one participant may have experienced both a serious and nonserious event during the study.",LIC PF-05212384 (154 mg),"Participants who were enrolled in the PF-05212384 LIC began dosing with PF-05212384 154 mg at least 4 days (but no more than 10 days) prior to Cycle 1 Day 1 and continued taking PF-05212384 until they experienced unacceptable toxicity, disease progression, significant deviation, withdrawal of consent or death."
NCT01420081,Phase 2,12/1/15,NA,See termination reason in detailed description.,138352,0.6,3,5,"Maximum of treatment duration (i.e., 21 to 169 days for the PF 04691502 [PI3K basal and activated], 29 to 345 days for PF 05212384 PI3K basal and 1 to 400 days for PF 05212384 PI3K activated) + 28 days across all participants.","All causality AEs and SAEs are included in this section. The same event may appear as both an AE and a SAE. However, what is presented are distinct events. An event may be categorized as serious in one participant and as nonserious in another participant, or one participant may have experienced both a serious and nonserious event during the study.",PF-04691502 8 mg (PI3K Basal),"Eligible participants were categorized by PI3K pathway activation status (i.e. PI3K basal). Participants self-administered PF-04691502 8 mg orally, QD until they experienced unacceptable toxicity, disease progression, significant deviation, withdrawal of consent or death. Dose of the participants were reduced to 6 mg if they were on 8 mg dose."
NCT01420081,Phase 2,12/1/15,NA,See termination reason in detailed description.,138351,1,1,1,"Maximum of treatment duration (i.e., 21 to 169 days for the PF 04691502 [PI3K basal and activated], 29 to 345 days for PF 05212384 PI3K basal and 1 to 400 days for PF 05212384 PI3K activated) + 28 days across all participants.","All causality AEs and SAEs are included in this section. The same event may appear as both an AE and a SAE. However, what is presented are distinct events. An event may be categorized as serious in one participant and as nonserious in another participant, or one participant may have experienced both a serious and nonserious event during the study.",PF-04691502 6 mg (PI3K Basal),"Eligible participants were categorized by PI3K pathway activation status (i.e. PI3K basal). Participants self-administered PF-04691502 6 mg orally, QD until they experienced unacceptable toxicity, disease progression, significant deviation, withdrawal of consent or death."
NCT01420081,Phase 2,12/1/15,NA,See termination reason in detailed description.,138349,0.333333333,1,3,"Maximum of treatment duration (i.e., 21 to 169 days for the PF 04691502 [PI3K basal and activated], 29 to 345 days for PF 05212384 PI3K basal and 1 to 400 days for PF 05212384 PI3K activated) + 28 days across all participants.","All causality AEs and SAEs are included in this section. The same event may appear as both an AE and a SAE. However, what is presented are distinct events. An event may be categorized as serious in one participant and as nonserious in another participant, or one participant may have experienced both a serious and nonserious event during the study.",PF-04691502 6 mg (PI3K Activated),"Eligible participants were categorized by PI3K pathway activation status (i.e. PI3K activated). Participants self-administered PF-04691502 6 mg orally, QD until they experienced unacceptable toxicity, disease progression, significant deviation, withdrawal of consent or death."
NCT01420081,Phase 2,12/1/15,NA,See termination reason in detailed description.,138346,0.333333333,1,3,"Maximum of treatment duration (i.e., 21 to 169 days for the PF 04691502 [PI3K basal and activated], 29 to 345 days for PF 05212384 PI3K basal and 1 to 400 days for PF 05212384 PI3K activated) + 28 days across all participants.","All causality AEs and SAEs are included in this section. The same event may appear as both an AE and a SAE. However, what is presented are distinct events. An event may be categorized as serious in one participant and as nonserious in another participant, or one participant may have experienced both a serious and nonserious event during the study.",Lead-in-cohort (LIC) PF-04691502 (4 mg),"Participants who were enrolled in the PF-04691502 LIC began dosing with PF-04691502 4 mg at least 4 days (but no more than 10 days) prior to Cycle 1 Day 1 and continued taking PF-05691502 until they experienced unacceptable toxicity, disease progression, significant deviation, withdrawal of consent or death."
NCT01420081,Phase 2,12/1/15,NA,See termination reason in detailed description.,138348,0.142857143,3,21,"Maximum of treatment duration (i.e., 21 to 169 days for the PF 04691502 [PI3K basal and activated], 29 to 345 days for PF 05212384 PI3K basal and 1 to 400 days for PF 05212384 PI3K activated) + 28 days across all participants.","All causality AEs and SAEs are included in this section. The same event may appear as both an AE and a SAE. However, what is presented are distinct events. An event may be categorized as serious in one participant and as nonserious in another participant, or one participant may have experienced both a serious and nonserious event during the study.",PF-05212384 154 mg (PI3K Basal),"Eligible participants were categorized by PI3K pathway activation status (i.e. PI3K basal). Participants received PF-05212384 154 mg by 30 minute infusion at the study site, QW (Quaque [Once Weekly]) until they experienced unacceptable toxicity, disease progression, significant deviation, withdrawal of consent or death."
NCT01420081,Phase 2,12/1/15,NA,See termination reason in detailed description.,138350,0.777777778,7,9,"Maximum of treatment duration (i.e., 21 to 169 days for the PF 04691502 [PI3K basal and activated], 29 to 345 days for PF 05212384 PI3K basal and 1 to 400 days for PF 05212384 PI3K activated) + 28 days across all participants.","All causality AEs and SAEs are included in this section. The same event may appear as both an AE and a SAE. However, what is presented are distinct events. An event may be categorized as serious in one participant and as nonserious in another participant, or one participant may have experienced both a serious and nonserious event during the study.",PF-04691502 8 mg (PI3K Activated),"Eligible participants were categorized by PI3K pathway activation status (i.e. PI3K activated). Participants self-administered PF-04691502 8 mg orally, QD until they experienced unacceptable toxicity, disease progression, significant deviation, withdrawal of consent or death. Dose of the participants were reduced to 6 mg if they were on 8 mg dose."
NCT01424501,Phase 2,4/1/14,"Due to a safety signal found at a planned interim safety review, further conduct of this safety study is not recommended hence the study was terminated.","Due to a safety signal found at a planned interim safety review, further conduct of this   safety study is not recommended hence the study was terminated.",137458,0.08,2,25,"Solicited AEs: during the 7 day (Days 0-6), after each vaccine dose; Unsolicited AEs: during the 30 day (Days 0-29), after vaccination; SAEs: Up to day 210.","Results presented per group consist of a summary of the events (SAEs and AEs other than SAEs, respectively) reported, compiling overall number of subjects with events across the different periods of assessment.",TB Treated Saline Group,"Subjects having successfully completed treatment for TB disease at least 1 year prior to the study, who in this study received a placebo (physiological saline) according to a 2-dose schedule at Months 0 and 1."
NCT01424501,Phase 2,4/1/14,"Due to a safety signal found at a planned interim safety review, further conduct of this safety study is not recommended hence the study was terminated.","Due to a safety signal found at a planned interim safety review, further conduct of this   safety study is not recommended hence the study was terminated.",137457,0.025,1,40,"Solicited AEs: during the 7 day (Days 0-6), after each vaccine dose; Unsolicited AEs: during the 30 day (Days 0-29), after vaccination; SAEs: Up to day 210.","Results presented per group consist of a summary of the events (SAEs and AEs other than SAEs, respectively) reported, compiling overall number of subjects with events across the different periods of assessment.",TB Naive GSK 692342 Group,Subjects unaffected by tuberculosis who received the GSK 692342 vaccine according to a 2-dose schedule at Months 0 and 1.
NCT01424501,Phase 2,4/1/14,"Due to a safety signal found at a planned interim safety review, further conduct of this safety study is not recommended hence the study was terminated.","Due to a safety signal found at a planned interim safety review, further conduct of this   safety study is not recommended hence the study was terminated.",137459,0.083333333,2,24,"Solicited AEs: during the 7 day (Days 0-6), after each vaccine dose; Unsolicited AEs: during the 30 day (Days 0-29), after vaccination; SAEs: Up to day 210.","Results presented per group consist of a summary of the events (SAEs and AEs other than SAEs, respectively) reported, compiling overall number of subjects with events across the different periods of assessment.",TB Treated GSK 692342 Group,"Subjects having successfully completed treatment for TB disease at least 1 year prior to the study, who during this study received the GSK 692342 vaccine according to a 2-dose schedule at Months 0 and 1."
NCT01425190,Phase 1,3/1/13,NA,The US FDA and the EU CHMP provided guidance indicating preference for intereferon-free   regimens in pediatric studies of HCV infection.,137216,0.0625,1,16,Nonserious adverse events (AEs) and serious AEs (SAEs) were collected during the time of boceprevir administration until the final PK sample was collected on Day 1.,AEs were monitored in the All Subjects as Treated (all boceprevir-treated participants) population.,Cohort 1: Children 17 to ‰ä´13 Years,"Participants were administered a single dose of boceprevir powder mixed in a suitable vehicle such pudding or applesauce. The first 4 participants were treated with a 11.4 mg/kg dose of boceprevir powder. The dose/weight ratio may be adjusted for the next 12 participants based on the evaluation of the PK, safety, and tolerability data from the first 4 participants."
NCT01034657,Phase 2,8/1/12,NA,The study was terminated due to lack of efficacy of single agent LBH589 in the 4 month open   label core phase and due to enrollment difficulties.,249955,0.166666667,1,6,NA,NA,LBH589 - Randomized Phase,"During the randomized phase, participants randomized to LBH589 + Epoetin Alfa (ESA) received oral LBH589 40mg/30mg + ESA 30000 international units (IU)/week injected subcutaneously for 4 months."
NCT01440283,Phase 2,3/1/15,"The study was closed to accrual in January 2014 due to the principal investigator leaving St. Jude. It was expected to re-open to accrual, however, in September 2015, the decision was made to permanently close the trial to participant enrollment.",NA,133732,0.142857143,2,14,"Adverse events were collected from the initiation of radiation therapy until completion of study, removal from study, or disease recurrence, up to 2 years after the last participant enrollment.",The therapy delivered on protocol was standard of care (standard indications for radiation and standard radiation doses) and was not expected to generate unexpected toxicities related to abdominal radiation.,Treatment,"Patients with high-risk abdominal neuroblastoma who receive any high-risk neuroblastoma treatment regimen were eligible to enroll prior to surgical resection of the primary tumor. Following implantation of fiducial markers within the tumor bed and autologous hematopoietic rescue, patients began the planning process for abdominal irradiation.Intensity Modulated Radiation Therapy (IMRT) delivery followed current conventional volume-targeting guidelines, however, appropriate application within the abdomen was determined by ascertaining intra-abdominal organ motion and the potential for reducing normal tissue dose, while simultaneously increasing dose delivered to target tissues, particularly when dose escalation for gross residual disease was required."
NCT01451723,Phase 2,2/1/13,The study was halted prematurely because of the high incidence of liver function abnormalities,Unusual high frequency of elevated liver function tests.,131241,0.166666667,1,6,1 year,NA,Polyphenon E 400mg Twice a Day,"Two capsules of Polyphenon E containing 200mg of EGCG each taken twice a day with food.Polyphenon E: Polyphenon E is a standardized green tea extract. For this study we will use capsules of Polyphenon E containing 200 mg of EGCG per capsule. Subjects will take two capsules twice a day with food."
NCT01452347,Phase 2,6/1/13,This study was terminated prematurely due to safety concerns arising during conduct of the trial.,NA,131095,0.123595506,11,89,From first intake of study drug until last intake of study drug plus 6 days (Up to 101 days).,"There were 8 patients who switched from dabigatran etexilate to warfarin during the study, and hence these patients are counted in the denominator of both arms. Any AEs which occurred in these patients are only presented under the treatment that the patient was taking at the time of the event.",Warfarin,"Oral administration of Warfarin 1mg, 3mg and 5 mg according to target international normalised ratio (INR), as recommended in guidelines, and deemed appropriate by investigator"
NCT01452347,Phase 2,6/1/13,This study was terminated prematurely due to safety concerns arising during conduct of the trial.,NA,131096,0.117283951,19,162,From first intake of study drug until last intake of study drug plus 6 days (Up to 101 days).,"There were 8 patients who switched from dabigatran etexilate to warfarin during the study, and hence these patients are counted in the denominator of both arms. Any AEs which occurred in these patients are only presented under the treatment that the patient was taking at the time of the event.",Dabigatran Etexilate,"Oral administration of 1 capsule of 150 mg (150 mg), 2 capsules of 110 mg (220 mg), or 2 capsules of 150 mg (300 mg) twice daily"
NCT01453595,Phase 1/Phase 2,4/1/14,"Given the number of toxicities seen and the difficulty with patient retention in the dose escalation portion, the sponsor decided to close the trial.","Given the number of toxicities seen and the difficulty with patient retention in the dose   escalation portion, the sponsor decided to close the trial.",130737,0.5,1,2,NA,NA,Cohort -1a: BEZ235 300mg,Cohort -1a: BEZ235 300mg by mouth twice daily
NCT01453595,Phase 1/Phase 2,4/1/14,"Given the number of toxicities seen and the difficulty with patient retention in the dose escalation portion, the sponsor decided to close the trial.","Given the number of toxicities seen and the difficulty with patient retention in the dose   escalation portion, the sponsor decided to close the trial.",130738,0.166666667,1,6,NA,NA,Cohort -1: BEZ235 200mg,Cohort -1: BEZ235 200mg by mouth twice daily
NCT01467076,Phase 2,6/1/12,NA,The study was halted due to futility concerns based on the unmet benchmarks as specified in   the pilot study protocol.,126930,0.666666667,2,3,Enrolled infants were monitored continuously throughout study aerosol administration and through 48 hours post study aerosol discontinuation for possible adverse effects of PGE1.,"Monitored adverse events (AEs) include arrhythmia, hypotension, seizures, bleeding tendency, diarrhea, and seizures. 2 AEs reported; neither was attributed to study aerosol. One infant in control group developed transient, self-resolved mild fever within 5 minutes of starting study aerosol, and completely resolved within 6 hours of onset. One infant in control group developed moderate hypotension 66 hours after initiation of study aerosol, which completely resolved within an hour of onset.",Control,Aerosolized saline
NCT01474434,Phase 2,6/1/14,"The study was terminated based on the interim analysis on Part A, Cohort 1 after patients completed Part A. Part B was not conducted. Not all the planned assessments were completed due to the termination",The study was terminated based on interim analysis. See detailed description.,124935,0.041666667,1,24,NA,The safety analysis set included all patients who received at least one dose of study drug.,"Part A, Cohort 2: Placebo",Cohort 2 consisted of patients with stable asymptomatic non-obstructive coronary artery disease or coronary heart disease risk equivalents and mild to moderate hypertriglyceridemia. All randomized patients who received matching placebo in either of 2 treatment period
